Target: 132  n_primes:  33  n_nodes: 3312  n_unique:  564
Primes> 13,17,41,61,17,37,19,59,37,23,31,41,23,29,61,19,29,13,59,31,
Primes> 13,17,61,41,17,19,37,59,19,23,29,61,23,31,41,37,31,13,59,29,
Primes> 13,41,17,61,41,37,23,31,37,19,59,17,19,29,61,23,29,13,31,59,
Primes> 13,41,61,17,41,23,37,31,23,19,29,61,19,59,17,37,59,13,31,29,
Primes> 13,61,17,41,61,19,23,29,19,37,59,17,37,31,41,23,31,13,29,59,
Primes> 13,61,41,17,61,23,19,29,23,37,31,41,37,59,17,19,59,13,29,31,
Primes> 17,41,13,61,41,31,23,37,31,29,59,13,29,19,61,23,19,17,37,59,
Primes> 17,41,61,13,41,23,31,37,23,29,19,61,29,59,13,31,59,17,37,19,
Primes> 17,61,13,41,61,29,23,19,29,31,59,13,31,37,41,23,37,17,19,59,
Primes> 17,61,41,13,61,23,29,19,23,31,37,41,31,59,13,29,59,17,19,37,
Primes> 41,61,13,17,61,29,19,23,29,59,31,13,59,37,17,19,37,41,23,31,
Primes> 41,61,17,13,61,19,29,23,19,59,37,17,59,31,13,29,31,41,23,37,
Primes> 11,13,41,67,13,31,29,59,31,17,43,41,17,19,67,29,19,11,59,43,
Primes> 11,13,67,41,13,29,31,59,29,17,19,67,17,43,41,31,43,11,59,19,
Primes> 11,41,13,67,41,31,17,43,31,29,59,13,29,19,67,17,19,11,43,59,
Primes> 11,41,67,13,41,17,31,43,17,29,19,67,29,59,13,31,59,11,43,19,
Primes> 11,67,13,41,67,29,17,19,29,31,59,13,31,43,41,17,43,11,19,59,
Primes> 11,67,41,13,67,17,29,19,17,31,43,41,31,59,13,29,59,11,19,43,
Primes> 13,41,11,67,41,43,17,31,43,19,59,11,19,29,67,17,29,13,31,59,
Primes> 13,41,67,11,41,17,43,31,17,19,29,67,19,59,11,43,59,13,31,29,
Primes> 13,67,11,41,67,19,17,29,19,43,59,11,43,31,41,17,31,13,29,59,
Primes> 13,67,41,11,67,17,19,29,17,43,31,41,43,59,11,19,59,13,29,31,
Primes> 41,67,11,13,67,19,29,17,19,59,43,11,59,31,13,29,31,41,17,43,
Primes> 41,67,13,11,67,29,19,17,29,59,31,13,59,43,11,19,43,41,17,31,
Primes> 11,17,37,67,17,41,13,61,41,23,31,37,23,29,67,13,29,11,61,31,
Primes> 11,17,67,37,17,13,41,61,13,23,29,67,23,31,37,41,31,11,61,29,
Primes> 11,37,17,67,37,41,23,31,41,13,61,17,13,29,67,23,29,11,31,61,
Primes> 11,37,67,17,37,23,41,31,23,13,29,67,13,61,17,41,61,11,31,29,
Primes> 11,67,17,37,67,13,23,29,13,41,61,17,41,31,37,23,31,11,29,61,
Primes> 11,67,37,17,67,23,13,29,23,41,31,37,41,61,17,13,61,11,29,31,
Primes> 17,37,11,67,37,31,23,41,31,29,61,11,29,13,67,23,13,17,41,61,
Primes> 17,37,67,11,37,23,31,41,23,29,13,67,29,61,11,31,61,17,41,13,
Primes> 17,67,11,37,67,29,23,13,29,31,61,11,31,41,37,23,41,17,13,61,
Primes> 17,67,37,11,67,23,29,13,23,31,41,37,31,61,11,29,61,17,13,41,
Primes> 37,67,11,17,67,29,13,23,29,61,31,11,61,41,17,13,41,37,23,31,
Primes> 37,67,17,11,67,13,29,23,13,61,41,17,61,31,11,29,31,37,23,41,
Primes> 11,29,31,61,29,47,13,43,47,17,37,31,17,41,61,13,41,11,43,37,
Primes> 11,29,61,31,29,13,47,43,13,17,41,61,17,37,31,47,37,11,43,41,
Primes> 11,31,29,61,31,47,17,37,47,13,43,29,13,41,61,17,41,11,37,43,
Primes> 11,31,61,29,31,17,47,37,17,13,41,61,13,43,29,47,43,11,37,41,
Primes> 11,61,29,31,61,13,17,41,13,47,43,29,47,37,31,17,37,11,41,43,
Primes> 11,61,31,29,61,17,13,41,17,47,37,31,47,43,29,13,43,11,41,37,
Primes> 29,31,11,61,31,37,17,47,37,41,43,11,41,13,61,17,13,29,47,43,
Primes> 29,31,61,11,31,17,37,47,17,41,13,61,41,43,11,37,43,29,47,13,
Primes> 29,61,11,31,61,41,17,13,41,37,43,11,37,47,31,17,47,29,13,43,
Primes> 29,61,31,11,61,17,41,13,17,37,47,31,37,43,11,41,43,29,13,47,
Primes> 31,61,11,29,61,41,13,17,41,43,37,11,43,47,29,13,47,31,17,37,
Primes> 31,61,29,11,61,13,41,17,13,43,47,29,43,37,11,41,37,31,17,47,
Primes> 07,17,29,79,17,43,11,61,43,19,41,29,19,23,79,11,23,07,61,41,
Primes> 07,17,79,29,17,11,43,61,11,19,23,79,19,41,29,43,41,07,61,23,
Primes> 07,29,17,79,29,43,19,41,43,11,61,17,11,23,79,19,23,07,41,61,
Primes> 07,29,79,17,29,19,43,41,19,11,23,79,11,61,17,43,61,07,41,23,
Primes> 07,79,17,29,79,11,19,23,11,43,61,17,43,41,29,19,41,07,23,61,
Primes> 07,79,29,17,79,19,11,23,19,43,41,29,43,61,17,11,61,07,23,41,
Primes> 17,29,07,79,29,41,19,43,41,23,61,07,23,11,79,19,11,17,43,61,
Primes> 17,29,79,07,29,19,41,43,19,23,11,79,23,61,07,41,61,17,43,11,
Primes> 17,79,07,29,79,23,19,11,23,41,61,07,41,43,29,19,43,17,11,61,
Primes> 17,79,29,07,79,19,23,11,19,41,43,29,41,61,07,23,61,17,11,43,
Primes> 29,79,07,17,79,23,11,19,23,61,41,07,61,43,17,11,43,29,19,41,
Primes> 29,79,17,07,79,11,23,19,11,61,43,17,61,41,07,23,41,29,19,43,
Primes> 07,17,37,71,17,43,19,53,43,11,41,37,11,31,71,19,31,07,53,41,
Primes> 07,17,71,37,17,19,43,53,19,11,31,71,11,41,37,43,41,07,53,31,
Primes> 07,37,17,71,37,43,11,41,43,19,53,17,19,31,71,11,31,07,41,53,
Primes> 07,37,71,17,37,11,43,41,11,19,31,71,19,53,17,43,53,07,41,31,
Primes> 07,71,17,37,71,19,11,31,19,43,53,17,43,41,37,11,41,07,31,53,
Primes> 07,71,37,17,71,11,19,31,11,43,41,37,43,53,17,19,53,07,31,41,
Primes> 17,37,07,71,37,41,11,43,41,31,53,07,31,19,71,11,19,17,43,53,
Primes> 17,37,71,07,37,11,41,43,11,31,19,71,31,53,07,41,53,17,43,19,
Primes> 17,71,07,37,71,31,11,19,31,41,53,07,41,43,37,11,43,17,19,53,
Primes> 17,71,37,07,71,11,31,19,11,41,43,37,41,53,07,31,53,17,19,43,
Primes> 37,71,07,17,71,31,19,11,31,53,41,07,53,43,17,19,43,37,11,41,
Primes> 37,71,17,07,71,19,31,11,19,53,43,17,53,41,07,31,41,37,11,43,
Primes> 07,17,47,61,17,43,19,53,43,11,31,47,11,41,61,19,41,07,53,31,
Primes> 07,17,61,47,17,19,43,53,19,11,41,61,11,31,47,43,31,07,53,41,
Primes> 07,47,17,61,47,43,11,31,43,19,53,17,19,41,61,11,41,07,31,53,
Primes> 07,47,61,17,47,11,43,31,11,19,41,61,19,53,17,43,53,07,31,41,
Primes> 07,61,17,47,61,19,11,41,19,43,53,17,43,31,47,11,31,07,41,53,
Primes> 07,61,47,17,61,11,19,41,11,43,31,47,43,53,17,19,53,07,41,31,
Primes> 17,47,07,61,47,31,11,43,31,41,53,07,41,19,61,11,19,17,43,53,
Primes> 17,47,61,07,47,11,31,43,11,41,19,61,41,53,07,31,53,17,43,19,
Primes> 17,61,07,47,61,41,11,19,41,31,53,07,31,43,47,11,43,17,19,53,
Primes> 17,61,47,07,61,11,41,19,11,31,43,47,31,53,07,41,53,17,19,43,
Primes> 47,61,07,17,61,41,19,11,41,53,31,07,53,43,17,19,43,47,11,31,
Primes> 47,61,17,07,61,19,41,11,19,53,43,17,53,31,07,41,31,47,11,43,
Primes> 05,29,31,67,29,53,07,43,53,11,37,31,11,47,67,07,47,05,43,37,
Primes> 05,29,67,31,29,07,53,43,07,11,47,67,11,37,31,53,37,05,43,47,
Primes> 05,31,29,67,31,53,11,37,53,07,43,29,07,47,67,11,47,05,37,43,
Primes> 05,31,67,29,31,11,53,37,11,07,47,67,07,43,29,53,43,05,37,47,
Primes> 05,67,29,31,67,07,11,47,07,53,43,29,53,37,31,11,37,05,47,43,
Primes> 05,67,31,29,67,11,07,47,11,53,37,31,53,43,29,07,43,05,47,37,
