Target: 124  n_primes:  31  n_nodes: 2640  n_unique:  348
Primes> 11,17,37,59,17,31,29,47,31,13,43,37,13,23,59,29,23,11,47,43,
Primes> 11,17,59,37,17,29,31,47,29,13,23,59,13,43,37,31,43,11,47,23,
Primes> 11,37,17,59,37,31,13,43,31,29,47,17,29,23,59,13,23,11,43,47,
Primes> 11,37,59,17,37,13,31,43,13,29,23,59,29,47,17,31,47,11,43,23,
Primes> 11,59,17,37,59,29,13,23,29,31,47,17,31,43,37,13,43,11,23,47,
Primes> 11,59,37,17,59,13,29,23,13,31,43,37,31,47,17,29,47,11,23,43,
Primes> 17,37,11,59,37,43,13,31,43,23,47,11,23,29,59,13,29,17,31,47,
Primes> 17,37,59,11,37,13,43,31,13,23,29,59,23,47,11,43,47,17,31,29,
Primes> 17,59,11,37,59,23,13,29,23,43,47,11,43,31,37,13,31,17,29,47,
Primes> 17,59,37,11,59,13,23,29,13,43,31,37,43,47,11,23,47,17,29,31,
Primes> 37,59,11,17,59,23,29,13,23,47,43,11,47,31,17,29,31,37,13,43,
Primes> 37,59,17,11,59,29,23,13,29,47,31,17,47,43,11,23,43,37,13,31,
Primes> 05,23,37,59,23,43,11,47,43,13,31,37,13,41,59,11,41,05,47,31,
Primes> 05,23,59,37,23,11,43,47,11,13,41,59,13,31,37,43,31,05,47,41,
Primes> 05,37,23,59,37,43,13,31,43,11,47,23,11,41,59,13,41,05,31,47,
Primes> 05,37,59,23,37,13,43,31,13,11,41,59,11,47,23,43,47,05,31,41,
Primes> 05,59,23,37,59,11,13,41,11,43,47,23,43,31,37,13,31,05,41,47,
Primes> 05,59,37,23,59,13,11,41,13,43,31,37,43,47,23,11,47,05,41,31,
Primes> 23,37,05,59,37,31,13,43,31,41,47,05,41,11,59,13,11,23,43,47,
Primes> 23,37,59,05,37,13,31,43,13,41,11,59,41,47,05,31,47,23,43,11,
Primes> 23,59,05,37,59,41,13,11,41,31,47,05,31,43,37,13,43,23,11,47,
Primes> 23,59,37,05,59,13,41,11,13,31,43,37,31,47,05,41,47,23,11,43,
Primes> 37,59,05,23,59,41,11,13,41,47,31,05,47,43,23,11,43,37,13,31,
Primes> 37,59,23,05,59,11,41,13,11,47,43,23,47,31,05,41,31,37,13,43,
Primes> 05,23,43,53,23,37,17,47,37,13,31,43,13,41,53,17,41,05,47,31,
Primes> 05,23,53,43,23,17,37,47,17,13,41,53,13,31,43,37,31,05,47,41,
Primes> 05,43,23,53,43,37,13,31,37,17,47,23,17,41,53,13,41,05,31,47,
Primes> 05,43,53,23,43,13,37,31,13,17,41,53,17,47,23,37,47,05,31,41,
Primes> 05,53,23,43,53,17,13,41,17,37,47,23,37,31,43,13,31,05,41,47,
Primes> 05,53,43,23,53,13,17,41,13,37,31,43,37,47,23,17,47,05,41,31,
Primes> 23,43,05,53,43,31,13,37,31,41,47,05,41,17,53,13,17,23,37,47,
Primes> 23,43,53,05,43,13,31,37,13,41,17,53,41,47,05,31,47,23,37,17,
Primes> 23,53,05,43,53,41,13,17,41,31,47,05,31,37,43,13,37,23,17,47,
Primes> 23,53,43,05,53,13,41,17,13,31,37,43,31,47,05,41,47,23,17,37,
Primes> 43,53,05,23,53,41,17,13,41,47,31,05,47,37,23,17,37,43,13,31,
Primes> 43,53,23,05,53,17,41,13,17,47,37,23,47,31,05,41,31,43,13,37,
Primes> 05,29,37,53,29,43,11,41,43,13,31,37,13,47,53,11,47,05,41,31,
Primes> 05,29,53,37,29,11,43,41,11,13,47,53,13,31,37,43,31,05,41,47,
Primes> 05,37,29,53,37,43,13,31,43,11,41,29,11,47,53,13,47,05,31,41,
Primes> 05,37,53,29,37,13,43,31,13,11,47,53,11,41,29,43,41,05,31,47,
Primes> 05,53,29,37,53,11,13,47,11,43,41,29,43,31,37,13,31,05,47,41,
Primes> 05,53,37,29,53,13,11,47,13,43,31,37,43,41,29,11,41,05,47,31,
Primes> 29,37,05,53,37,31,13,43,31,47,41,05,47,11,53,13,11,29,43,41,
Primes> 29,37,53,05,37,13,31,43,13,47,11,53,47,41,05,31,41,29,43,11,
Primes> 29,53,05,37,53,47,13,11,47,31,41,05,31,43,37,13,43,29,11,41,
Primes> 29,53,37,05,53,13,47,11,13,31,43,37,31,41,05,47,41,29,11,43,
Primes> 37,53,05,29,53,47,11,13,47,41,31,05,41,43,29,11,43,37,13,31,
Primes> 37,53,29,05,53,11,47,13,11,41,43,29,41,31,05,47,31,37,13,43,
Primes> 07,11,47,59,11,17,23,73,17,29,31,47,29,13,59,23,13,07,73,31,
Primes> 07,11,47,59,11,17,29,67,17,23,37,47,23,13,59,29,13,07,67,37,
Primes> 07,11,47,59,11,23,29,61,23,17,37,47,17,19,59,29,19,07,61,37,
Primes> 07,11,59,47,11,23,17,73,23,29,13,59,29,31,47,17,31,07,73,13,
Primes> 07,11,59,47,11,29,17,67,29,23,13,59,23,37,47,17,37,07,67,13,
Primes> 07,11,59,47,11,29,23,61,29,17,19,59,17,37,47,23,37,07,61,19,
Primes> 07,47,11,59,47,17,23,37,17,29,67,11,29,13,59,23,13,07,37,67,
Primes> 07,47,11,59,47,23,17,37,23,29,61,11,29,19,59,17,19,07,37,61,
Primes> 07,47,11,59,47,17,29,31,17,23,73,11,23,13,59,29,13,07,31,73,
Primes> 07,47,59,11,47,17,23,37,17,29,19,59,29,61,11,23,61,07,37,19,
Primes> 07,47,59,11,47,23,17,37,23,29,13,59,29,67,11,17,67,07,37,13,
Primes> 07,47,59,11,47,29,17,31,29,23,13,59,23,73,11,17,73,07,31,13,
