Target: 112  n_primes:  31  n_nodes: 1968  n_unique:   48
Primes> 07,13,31,61,13,29,23,47,29,11,41,31,11,17,61,23,17,07,47,41,
Primes> 07,13,61,31,13,23,29,47,23,11,17,61,11,41,31,29,41,07,47,17,
Primes> 07,31,13,61,31,29,11,41,29,23,47,13,23,17,61,11,17,07,41,47,
Primes> 07,31,61,13,31,11,29,41,11,23,17,61,23,47,13,29,47,07,41,17,
Primes> 07,61,13,31,61,23,11,17,23,29,47,13,29,41,31,11,41,07,17,47,
Primes> 07,61,31,13,61,11,23,17,11,29,41,31,29,47,13,23,47,07,17,41,
Primes> 13,31,07,61,31,41,11,29,41,17,47,07,17,23,61,11,23,13,29,47,
Primes> 13,31,61,07,31,11,41,29,11,17,23,61,17,47,07,41,47,13,29,23,
Primes> 13,61,07,31,61,17,11,23,17,41,47,07,41,29,31,11,29,13,23,47,
Primes> 13,61,31,07,61,11,17,23,11,41,29,31,41,47,07,17,47,13,23,29,
Primes> 31,61,07,13,61,17,23,11,17,47,41,07,47,29,13,23,29,31,11,41,
Primes> 31,61,13,07,61,23,17,11,23,47,29,13,47,41,07,17,41,31,11,29,
Primes> 05,07,41,59,07,19,13,73,19,29,23,41,29,11,59,13,11,05,73,23,
Primes> 05,07,59,41,07,13,19,73,13,29,11,59,29,23,41,19,23,05,73,11,
Primes> 05,41,07,59,41,19,29,23,19,13,73,07,13,11,59,29,11,05,23,73,
Primes> 05,41,59,07,41,29,19,23,29,13,11,59,13,73,07,19,73,05,23,11,
Primes> 05,59,07,41,59,13,29,11,13,19,73,07,19,23,41,29,23,05,11,73,
Primes> 05,59,41,07,59,29,13,11,29,19,23,41,19,73,07,13,73,05,11,23,
Primes> 07,41,05,59,41,23,29,19,23,11,73,05,11,13,59,29,13,07,19,73,
Primes> 07,41,59,05,41,29,23,19,29,11,13,59,11,73,05,23,73,07,19,13,
Primes> 07,59,05,41,59,11,29,13,11,23,73,05,23,19,41,29,19,07,13,73,
Primes> 07,59,41,05,59,29,11,13,29,23,19,41,23,73,05,11,73,07,13,19,
Primes> 41,59,05,07,59,11,13,29,11,73,23,05,73,19,07,13,19,41,29,23,
Primes> 41,59,07,05,59,13,11,29,13,73,19,07,73,23,05,11,23,41,29,19,
Primes> 05,07,47,53,07,13,19,73,13,29,23,47,29,11,53,19,11,05,73,23,
Primes> 05,07,53,47,07,19,13,73,19,29,11,53,29,23,47,13,23,05,73,11,
Primes> 05,47,07,53,47,13,29,23,13,19,73,07,19,11,53,29,11,05,23,73,
Primes> 05,47,53,07,47,29,13,23,29,19,11,53,19,73,07,13,73,05,23,11,
Primes> 05,53,07,47,53,19,29,11,19,13,73,07,13,23,47,29,23,05,11,73,
Primes> 05,53,47,07,53,29,19,11,29,13,23,47,13,73,07,19,73,05,11,23,
Primes> 07,47,05,53,47,23,29,13,23,11,73,05,11,19,53,29,19,07,13,73,
Primes> 07,47,53,05,47,29,23,13,29,11,19,53,11,73,05,23,73,07,13,19,
Primes> 07,53,05,47,53,11,29,19,11,23,73,05,23,13,47,29,13,07,19,73,
Primes> 07,53,47,05,53,29,11,19,29,23,13,47,23,73,05,11,73,07,19,13,
Primes> 47,53,05,07,53,11,19,29,11,73,23,05,73,13,07,19,13,47,29,23,
Primes> 47,53,07,05,53,19,11,29,19,73,13,07,73,23,05,11,23,47,29,13,
Primes> 05,13,41,53,13,31,07,61,31,23,17,41,23,29,53,07,29,05,61,17,
Primes> 05,13,53,41,13,07,31,61,07,23,29,53,23,17,41,31,17,05,61,29,
Primes> 05,41,13,53,41,31,23,17,31,07,61,13,07,29,53,23,29,05,17,61,
Primes> 05,41,53,13,41,23,31,17,23,07,29,53,07,61,13,31,61,05,17,29,
Primes> 05,53,13,41,53,07,23,29,07,31,61,13,31,17,41,23,17,05,29,61,
Primes> 05,53,41,13,53,23,07,29,23,31,17,41,31,61,13,07,61,05,29,17,
Primes> 13,41,05,53,41,17,23,31,17,29,61,05,29,07,53,23,07,13,31,61,
Primes> 13,41,53,05,41,23,17,31,23,29,07,53,29,61,05,17,61,13,31,07,
Primes> 13,53,05,41,53,29,23,07,29,17,61,05,17,31,41,23,31,13,07,61,
Primes> 13,53,41,05,53,23,29,07,23,17,31,41,17,61,05,29,61,13,07,31,
Primes> 41,53,05,13,53,29,07,23,29,61,17,05,61,31,13,07,31,41,23,17,
Primes> 41,53,13,05,53,07,29,23,07,61,31,13,61,17,05,29,17,41,23,31,
